LOCUS,GS:LOCUS,GS:#Genot,GS:Obs.Het.,GS:Exp.Het. ,GS:P-value,GS:Sign,WD:LOCUS,WD:#Genot,WD:Obs.Het.,WD:Exp.Het. ,WD:P-value,WD:Sign,JS:LOCUS,JS:#Genot,JS:Obs.Het.,JS:Exp.Het. ,JS:P-value,JS:Sign,PD:LOCUS,PD:#Genot,PD:Obs.Het.,PD:Exp.Het. ,PD:P-value,PD:Sign,GD:LOCUS,GD:#Genot,GD:Obs.Het.,GD:Exp.Het. ,GD:P-value,GD:Sign,JD:LOCUS,JD:#Genot,JD:Obs.Het.,JD:Exp.Het. ,JD:P-value,JD:Sign,PS:LOCUS,PS:#Genot,PS:Obs.Het.,PS:Exp.Het. ,PS:P-value,PS:Sign
10173:51 [2764],GS2764,,,,,m,WD2764,14,0.35714,0.49471,0.57093,,JS2764,14,0.07143,0.19841,0.11233,,PD2764,17,0.05882,0.16578,0.08966,,GD2764,13,0.07692,0.52000,0.00306,Sd,JD2764,12,0.16667,0.50725,0.02859,Sd,PS2764,12,0.08333,0.08333,1.00000,
10173:74 [2765],GS2765,,,,,m,WD2765,14,0.21429,0.19841,1.00000,,JS2765,14,0.07143,0.19841,0.11027,,PD2765,17,0.05882,0.16578,0.09088,,GD2765,13,0.07692,0.52000,0.00318,Sd,JD2765,12,0.16667,0.50725,0.02908,Sd,PS2765,12,0.08333,0.08333,1.00000,
10174:53 [2766],GS2766,14,0.35714,0.38889,1.00000,,WD2766,14,0.78571,0.49471,0.03572,Se,JS2766,14,0.64286,0.49471,0.31975,,PD2766,17,0.88235,0.50802,0.00255,Se,GD2766,13,0.84615,0.50769,0.02379,Se,JD2766,12,0.41667,0.34420,1.00000,,PS2766,12,0.50000,0.39130,0.52852,
10179:7 [2767],GS2767,13,1.00000,0.52000,0.00075,Se,WD2767,12,1.00000,0.52174,0.00183,Se,JS2767,13,1.00000,0.52000,0.00078,Se,PD2767,16,0.93750,0.51411,0.00131,Se,GD2767,11,1.00000,0.52381,0.00281,Se,JD2767,11,1.00000,0.52381,0.00299,Se,PS2767,11,1.00000,0.52381,0.00281,Se
10179:30 [2768],GS2768,13,1.00000,0.52000,0.00076,Se,WD2768,12,1.00000,0.52174,0.00181,Se,JS2768,13,1.00000,0.52000,0.00077,Se,PD2768,16,0.93750,0.51411,0.00141,Se,GD2768,11,1.00000,0.52381,0.00287,Se,JD2768,11,1.00000,0.52381,0.00304,Se,PS2768,11,1.00000,0.52381,0.00287,Se
10179:33 [2769],GS2769,13,1.00000,0.52000,0.00083,Se,WD2769,12,1.00000,0.52174,0.00179,Se,JS2769,13,1.00000,0.52000,0.00074,Se,PD2769,16,0.93750,0.51411,0.00133,Se,GD2769,11,1.00000,0.52381,0.00287,Se,JD2769,11,1.00000,0.52381,0.00298,Se,PS2769,11,1.00000,0.52381,0.00278,Se
10179:63 [2770],GS2770,13,1.00000,0.52000,0.00077,Se,WD2770,12,1.00000,0.52174,0.00195,Se,JS2770,13,1.00000,0.52000,0.00081,Se,PD2770,16,0.93750,0.51411,0.00124,Se,GD2770,11,1.00000,0.52381,0.00286,Se,JD2770,11,1.00000,0.52381,0.00280,Se,PS2770,11,1.00000,0.52381,0.00282,Se
10183:6 [2771],GS2771,14,0.57143,0.42328,0.50498,,WD2771,10,0.10000,0.10000,1.00000,,JS2771,11,0.54545,0.41558,0.50538,,PD2771,14,0.57143,0.42328,0.50501,,GD2771,10,0.40000,0.33684,1.00000,,JD2771,12,0.41667,0.34420,1.00000,,PS2771,9,0.44444,0.36601,1.00000,
10183:68 [2772],GS2772,14,0.57143,0.42328,0.50613,,WD2772,10,0.10000,0.10000,1.00000,,JS2772,11,0.54545,0.41558,0.50555,,PD2772,14,0.57143,0.42328,0.50487,,GD2772,10,0.40000,0.33684,1.00000,,JD2772,12,0.41667,0.34420,1.00000,,PS2772,9,0.44444,0.36601,1.00000,
10186:35 [2773],GS2773,,,,,m,WD2773,9,0.22222,0.52288,0.17079,,JS2773,10,0.00000,0.18947,0.05258,,PD2773,14,0.14286,0.50794,0.00927,Sd,GD2773,8,0.00000,0.53333,0.00541,Sd,JD2773,10,0.30000,0.47895,0.47984,,PS2773,6,0.50000,0.40909,1.00000,
10187:7 [2774],GS2774,12,1.00000,0.52174,0.00194,Se,WD2774,8,1.00000,0.53333,0.02509,Se,JS2774,13,0.84615,0.50769,0.02297,Se,PD2774,10,0.90000,0.52105,0.04583,Se,GD2774,10,1.00000,0.52632,0.00673,Se,JD2774,9,1.00000,0.52941,0.01070,Se,PS2774,11,0.81818,0.50649,0.06581,
10187:22 [2775],GS2775,12,1.00000,0.52174,0.00186,Se,WD2775,8,1.00000,0.53333,0.02492,Se,JS2775,13,0.84615,0.50769,0.02357,Se,PD2775,10,0.90000,0.52105,0.04631,Se,GD2775,10,1.00000,0.52632,0.00686,Se,JD2775,9,1.00000,0.52941,0.01051,Se,PS2775,11,0.81818,0.50649,0.06558,
10187:61 [2776],GS2776,12,0.75000,0.48913,0.09239,,WD2776,8,0.37500,0.32500,1.00000,,JS2776,13,0.61538,0.51692,0.60103,,PD2776,10,0.40000,0.44211,1.00000,,GD2776,10,0.70000,0.47895,0.21979,,JD2776,9,0.66667,0.47059,0.45683,,PS2776,11,0.63636,0.45455,0.48000,
10187:66 [2777],GS2777,12,0.75000,0.48913,0.09283,,WD2777,8,0.37500,0.32500,1.00000,,JS2777,13,0.61538,0.51692,0.60279,,PD2777,10,0.40000,0.44211,1.00000,,GD2777,10,0.70000,0.47895,0.21977,,JD2777,9,0.66667,0.47059,0.45682,,PS2777,11,0.63636,0.45455,0.48014,
10187:73 [2778],GS2778,12,0.25000,0.22826,1.00000,,WD2778,8,0.62500,0.45833,0.48715,,JS2778,13,0.23077,0.21231,1.00000,,PD2778,10,0.50000,0.39474,1.00000,,GD2778,10,0.30000,0.26842,1.00000,,JD2778,10,0.30000,0.26842,1.00000,,PS2778,11,0.27273,0.36797,0.43844,
10199:22 [2779],GS2779,12,0.08333,0.51812,0.00444,Sd,WD2779,12,0.08333,0.08333,1.00000,,JS2779,10,0.00000,0.44211,0.00306,Sd,PD2779,13,0.30769,0.51692,0.26030,,GD2779,11,0.09091,0.50649,0.00922,Sd,JD2779,11,0.18182,0.48485,0.05906,,PS2779,12,0.25000,0.48913,0.20514,
10199:35 [2780],GS2780,12,0.08333,0.51812,0.00461,Sd,WD2780,12,0.08333,0.08333,1.00000,,JS2780,10,0.00000,0.44211,0.00304,Sd,PD2780,13,0.30769,0.51692,0.26066,,GD2780,11,0.09091,0.50649,0.00940,Sd,JD2780,11,0.18182,0.48485,0.05891,,PS2780,12,0.25000,0.48913,0.20508,
10201:42 [2781],GS2781,,,,,m,WD2781,,,,,m,JS2781,,,,,m,PD2781,11,0.09091,0.09091,1.00000,,GD2781,,,,,m,JD2781,,,,,m,PS2781,9,0.00000,0.20915,0.05864,
10203:8 [2782],GS2782,14,0.07143,0.30423,0.02214,Sd,WD2782,13,0.30769,0.27077,1.00000,,JS2782,12,0.16667,0.39130,0.09001,,PD2782,17,0.05882,0.16578,0.09098,,GD2782,13,0.07692,0.07692,1.00000,,JD2782,,,,,m,PS2782,10,0.00000,0.18947,0.05257,
10206:6 [2783],GS2783,,,,,m,WD2783,10,0.10000,0.10000,1.00000,,JS2783,,,,,m,PD2783,12,0.16667,0.15942,1.00000,,GD2783,,,,,m,JD2783,,,,,m,PS2783,7,0.14286,0.14286,1.00000,
10206:29 [2784],GS2784,,,,,m,WD2784,10,0.10000,0.10000,1.00000,,JS2784,,,,,m,PD2784,12,0.16667,0.15942,1.00000,,GD2784,,,,,m,JD2784,,,,,m,PS2784,7,0.14286,0.14286,1.00000,
10206:43 [2785],GS2785,,,,,m,WD2785,10,0.10000,0.10000,1.00000,,JS2785,,,,,m,PD2785,12,0.16667,0.15942,1.00000,,GD2785,,,,,m,JD2785,,,,,m,PS2785,7,0.14286,0.14286,1.00000,
10210:49 [2786],GS2786,12,0.00000,0.15942,0.04321,Sd,WD2786,10,0.10000,0.10000,1.00000,,JS2786,,,,,m,PD2786,13,0.15385,0.14769,1.00000,,GD2786,12,0.16667,0.15942,1.00000,,JD2786,10,0.10000,0.10000,1.00000,,PS2786,10,0.10000,0.10000,1.00000,
10220:35 [2787],GS2787,13,0.00000,0.14769,0.04007,Sd,WD2787,12,0.00000,0.15942,0.04376,Sd,JS2787,10,0.00000,0.52632,0.00138,Sd,PD2787,14,0.00000,0.47619,0.00016,Sd,GD2787,8,0.00000,0.40000,0.01544,Sd,JD2787,10,0.00000,0.33684,0.00945,Sd,PS2787,9,0.00000,0.47059,0.00450,Sd
10220:57 [2788],GS2788,13,0.00000,0.14769,0.04006,Sd,WD2788,12,0.00000,0.15942,0.04349,Sd,JS2788,10,0.00000,0.52632,0.00132,Sd,PD2788,14,0.00000,0.47619,0.00016,Sd,GD2788,8,0.00000,0.40000,0.01556,Sd,JD2788,10,0.00000,0.33684,0.00944,Sd,PS2788,9,0.00000,0.47059,0.00461,Sd
10221:35 [2789],GS2789,14,0.00000,0.13757,0.03740,Sd,WD2789,13,0.23077,0.47077,0.09098,,JS2789,13,0.00000,0.27077,0.00523,Sd,PD2789,16,0.00000,0.12097,0.03226,Sd,GD2789,13,0.00000,0.14769,0.03979,Sd,JD2789,12,0.00000,0.28986,0.00615,Sd,PS2789,12,0.16667,0.28986,0.25400,
10226:71 [2790],GS2790,15,0.00000,0.23908,0.00399,Sd,WD2790,13,0.15385,0.44308,0.03325,Sd,JS2790,14,0.00000,0.13757,0.03670,Sd,PD2790,17,0.05882,0.25847,0.01448,Sd,GD2790,13,0.00000,0.14769,0.04004,Sd,JD2790,12,0.08333,0.08333,1.00000,,PS2790,,,,,m
10233:1 [2791],GS2791,10,0.00000,0.18947,0.05205,,WD2791,13,0.00000,0.27077,0.00530,Sd,JS2791,10,0.10000,0.10000,1.00000,,PD2791,15,0.00000,0.23908,0.00386,Sd,GD2791,,,,,m,JD2791,,,,,m,PS2791,,,,,m
10236:62 [2792],GS2792,,,,,m,WD2792,13,0.15385,0.14769,1.00000,,JS2792,,,,,m,PD2792,,,,,m,GD2792,,,,,m,JD2792,,,,,m,PS2792,,,,,m
10238:4 [2793],GS2793,15,0.86667,0.51724,0.01209,Se,WD2793,13,1.00000,0.52000,0.00082,Se,JS2793,14,1.00000,0.51852,0.00053,Se,PD2793,17,0.94118,0.51337,0.00049,Se,GD2793,13,1.00000,0.52000,0.00076,Se,JD2793,12,1.00000,0.52174,0.00198,Se,PS2793,12,1.00000,0.52174,0.00185,Se
10240:52 [2794],GS2794,,,,,m,WD2794,12,0.16667,0.15942,1.00000,,JS2794,,,,,m,PD2794,,,,,m,GD2794,,,,,m,JD2794,,,,,m,PS2794,,,,,m
10241:3 [2795],GS2795,,,,,m,WD2795,10,0.50000,0.52105,1.00000,,JS2795,10,0.10000,0.47895,0.02236,Sd,PD2795,13,0.00000,0.14769,0.04015,Sd,GD2795,11,0.00000,0.41558,0.00211,Sd,JD2795,11,0.00000,0.31169,0.00745,Sd,PS2795,9,0.11111,0.11111,1.00000,
10245:18 [2796],GS2796,14,0.00000,0.25397,0.00439,Sd,WD2796,10,0.20000,0.33684,0.30651,,JS2796,8,0.12500,0.45833,0.07667,,PD2796,13,0.07692,0.07692,1.00000,,GD2796,,,,,m,JD2796,,,,,m,PS2796,6,0.33333,0.48485,1.00000,
10250:2 [2797],GS2797,,,,,m,WD2797,,,,,m,JS2797,,,,,m,PD2797,17,0.11765,0.11408,1.00000,,GD2797,,,,,m,JD2797,,,,,m,PS2797,,,,,m
10250:8 [2798],GS2798,15,0.13333,0.12874,1.00000,,WD2798,,,,,m,JS2798,,,,,m,PD2798,,,,,m,GD2798,12,0.08333,0.08333,1.00000,,JD2798,11,0.09091,0.09091,1.00000,,PS2798,11,0.18182,0.17316,1.00000,
10255:15 [2799],GS2799,,,,,m,WD2799,12,0.08333,0.08333,1.00000,,JS2799,13,0.07692,0.07692,1.00000,,PD2799,15,0.00000,0.12874,0.03465,Sd,GD2799,13,0.00000,0.44308,0.00050,Sd,JD2799,,,,,m,PS2799,,,,,m
10256:28 [2800],GS2800,,,,,m,WD2800,7,0.28571,0.26374,1.00000,,JS2800,,,,,m,PD2800,12,0.25000,0.22826,1.00000,,GD2800,7,0.28571,0.26374,1.00000,,JD2800,8,0.25000,0.23333,1.00000,,PS2800,,,,,m
10256:48 [2801],GS2801,,,,,m,WD2801,7,0.14286,0.36264,0.23023,,JS2801,,,,,m,PD2801,12,0.08333,0.08333,1.00000,,GD2801,7,0.14286,0.14286,1.00000,,JD2801,8,0.12500,0.12500,1.00000,,PS2801,,,,,m
10256:49 [2802],GS2802,,,,,m,WD2802,7,0.42857,0.49451,1.00000,,JS2802,,,,,m,PD2802,12,0.33333,0.28986,1.00000,,GD2802,7,0.42857,0.36264,1.00000,,JD2802,8,0.37500,0.32500,1.00000,,PS2802,,,,,m
10270:37 [2803],GS2803,,,,,m,WD2803,11,0.09091,0.09091,1.00000,,JS2803,,,,,m,PD2803,16,0.06250,0.06250,1.00000,,GD2803,11,0.00000,0.17316,0.04759,Sd,JD2803,,,,,m,PS2803,,,,,m
10282:41 [2804],GS2804,15,0.06667,0.37011,0.00518,Sd,WD2804,11,0.09091,0.36797,0.03719,Sd,JS2804,11,0.09091,0.52381,0.01099,Sd,PD2804,15,0.20000,0.18621,1.00000,,GD2804,13,0.00000,0.44308,0.00044,Sd,JD2804,11,0.09091,0.45455,0.01577,Sd,PS2804,11,0.27273,0.50649,0.21452,
10287:40 [2805],GS2805,,,,,m,WD2805,,,,,m,JS2805,,,,,m,PD2805,,,,,m,GD2805,13,0.00000,0.14769,0.03956,Sd,JD2805,8,0.00000,0.23333,0.06717,,PS2805,10,0.10000,0.39474,0.04600,Sd
10289:10 [2806],GS2806,14,0.00000,0.42328,0.00032,Sd,WD2806,,,,,m,JS2806,13,0.00000,0.49231,0.00026,Sd,PD2806,17,0.23529,0.42781,0.08906,,GD2806,13,0.07692,0.50769,0.00260,Sd,JD2806,12,0.08333,0.22826,0.13117,,PS2806,12,0.08333,0.43116,0.01158,Sd
10324:33 [2807],GS2807,,,,,m,WD2807,,,,,m,JS2807,14,0.07143,0.19841,0.11150,,PD2807,,,,,m,GD2807,,,,,m,JD2807,,,,,m,PS2807,,,,,m
10324:57 [2808],GS2808,13,0.07692,0.32308,0.02634,Sd,WD2808,12,0.50000,0.39130,0.52811,,JS2808,14,0.14286,0.34921,0.06451,,PD2808,16,0.06250,0.49798,0.00045,Sd,GD2808,12,0.08333,0.43116,0.01167,Sd,JD2808,12,0.25000,0.51812,0.10298,,PS2808,12,0.16667,0.39130,0.08948,
10324:60 [2809],GS2809,13,0.07692,0.32308,0.02630,Sd,WD2809,12,0.50000,0.39130,0.52871,,JS2809,14,0.14286,0.34921,0.06408,,PD2809,17,0.11765,0.49911,0.00198,Sd,GD2809,12,0.08333,0.43116,0.01124,Sd,JD2809,12,0.25000,0.51812,0.10321,,PS2809,12,0.16667,0.39130,0.08985,
10324:61 [2810],GS2810,13,0.07692,0.32308,0.02625,Sd,WD2810,12,0.50000,0.39130,0.52945,,JS2810,14,0.14286,0.34921,0.06402,,PD2810,17,0.11765,0.49911,0.00187,Sd,GD2810,12,0.08333,0.43116,0.01120,Sd,JD2810,12,0.25000,0.51812,0.10338,,PS2810,12,0.16667,0.39130,0.09023,
10335:10 [2811],GS2811,,,,,m,WD2811,,,,,m,JS2811,,,,,m,PD2811,,,,,m,GD2811,,,,,m,JD2811,8,0.00000,0.23333,0.06717,,PS2811,12,0.00000,0.15942,0.04319,Sd
10340:60 [2812],GS2812,,,,,m,WD2812,14,0.21429,0.30423,0.34801,,JS2812,,,,,m,PD2812,17,0.05882,0.25847,0.01495,Sd,GD2812,13,0.07692,0.40923,0.00884,Sd,JD2812,12,0.25000,0.48913,0.20572,,PS2812,,,,,m
10343:38 [2813],GS2813,13,0.07692,0.07692,1.00000,,WD2813,14,0.07143,0.19841,0.11133,,JS2813,,,,,m,PD2813,16,0.18750,0.27218,0.30406,,GD2813,12,0.08333,0.48913,0.00602,Sd,JD2813,12,0.25000,0.48913,0.20579,,PS2813,,,,,m
10344:15 [2814],GS2814,,,,,m,WD2814,14,0.14286,0.13757,1.00000,,JS2814,,,,,m,PD2814,,,,,m,GD2814,,,,,m,JD2814,,,,,m,PS2814,,,,,m
10344:55 [2815],GS2815,,,,,m,WD2815,14,0.14286,0.13757,1.00000,,JS2815,,,,,m,PD2815,,,,,m,GD2815,,,,,m,JD2815,,,,,m,PS2815,,,,,m
10344:65 [2816],GS2816,,,,,m,WD2816,14,0.14286,0.13757,1.00000,,JS2816,,,,,m,PD2816,,,,,m,GD2816,,,,,m,JD2816,,,,,m,PS2816,,,,,m
10345:28 [2817],GS2817,15,0.00000,0.51494,0.00004,Sd,WD2817,14,0.42857,0.42328,1.00000,,JS2817,14,0.07143,0.30423,0.02200,Sd,PD2817,17,0.17647,0.25847,0.28924,,GD2817,13,0.07692,0.21231,0.12024,,JD2817,12,0.08333,0.22826,0.13028,,PS2817,12,0.16667,0.50725,0.02877,Sd
10349:26 [2818],GS2818,11,0.00000,0.17316,0.04797,Sd,WD2818,11,0.18182,0.17316,1.00000,,JS2818,8,0.12500,0.45833,0.07706,,PD2818,,,,,m,GD2818,,,,,m,JD2818,,,,,m,PS2818,8,0.25000,0.50000,0.21682,
10360:62 [2819],GS2819,15,0.00000,0.12874,0.03442,Sd,WD2819,14,0.14286,0.13757,1.00000,,JS2819,,,,,m,PD2819,17,0.11765,0.11408,1.00000,,GD2819,13,0.00000,0.27077,0.00533,Sd,JD2819,11,0.09091,0.09091,1.00000,,PS2819,12,0.00000,0.15942,0.04341,Sd
10384:19 [2820],GS2820,14,0.42857,0.34921,1.00000,,WD2820,11,0.36364,0.31169,1.00000,,JS2820,8,0.25000,0.23333,1.00000,,PD2820,13,0.38462,0.32308,1.00000,,GD2820,7,0.71429,0.49451,0.44024,,JD2820,6,0.16667,0.16667,1.00000,,PS2820,9,0.33333,0.29412,1.00000,
10390:29 [2821],GS2821,14,0.14286,0.13757,1.00000,,WD2821,,,,,m,JS2821,14,0.07143,0.07143,1.00000,,PD2821,17,0.29412,0.25847,1.00000,,GD2821,13,0.15385,0.14769,1.00000,,JD2821,12,0.16667,0.15942,1.00000,,PS2821,,,,,m
10391:52 [2822],GS2822,15,0.00000,0.45977,0.00014,Sd,WD2822,,,,,m,JS2822,14,0.00000,0.34921,0.00105,Sd,PD2822,,,,,m,GD2822,,,,,m,JD2822,,,,,m,PS2822,11,0.36364,0.41558,1.00000,
10411:64 [2823],GS2823,11,0.00000,0.17316,0.04855,Sd,WD2823,13,0.23077,0.21231,1.00000,,JS2823,13,0.07692,0.32308,0.02627,Sd,PD2823,12,0.00000,0.28986,0.00625,Sd,GD2823,,,,,m,JD2823,,,,,m,PS2823,,,,,m
10421:8 [2824],GS2824,13,0.00000,0.51692,0.00016,Sd,WD2824,11,0.45455,0.52381,1.00000,,JS2824,10,0.00000,0.33684,0.00937,Sd,PD2824,17,0.29412,0.51515,0.14128,,GD2824,9,0.00000,0.20915,0.05876,,JD2824,11,0.27273,0.24675,1.00000,,PS2824,7,0.14286,0.49451,0.10439,
10422:23 [2825],GS2825,13,0.92308,0.51692,0.00572,Se,WD2825,14,1.00000,0.51852,0.00057,Se,JS2825,12,1.00000,0.52174,0.00198,Se,PD2825,16,1.00000,0.51613,0.00012,Se,GD2825,13,1.00000,0.52000,0.00081,Se,JD2825,11,1.00000,0.52381,0.00296,Se,PS2825,12,0.91667,0.51812,0.01450,Se
10422:44 [2826],GS2826,13,0.92308,0.51692,0.00561,Se,WD2826,14,1.00000,0.51852,0.00054,Se,JS2826,13,0.92308,0.51692,0.00558,Se,PD2826,16,1.00000,0.51613,0.00011,Se,GD2826,13,1.00000,0.52000,0.00068,Se,JD2826,11,1.00000,0.52381,0.00307,Se,PS2826,12,0.91667,0.51812,0.01412,Se
10422:59 [2827],GS2827,13,0.92308,0.51692,0.00557,Se,WD2827,14,1.00000,0.51852,0.00055,Se,JS2827,13,0.92308,0.51692,0.00551,Se,PD2827,16,1.00000,0.51613,0.00012,Se,GD2827,13,1.00000,0.52000,0.00080,Se,JD2827,11,1.00000,0.52381,0.00293,Se,PS2827,12,0.91667,0.51812,0.01448,Se
10446:20 [2828],GS2828,14,0.00000,0.25397,0.00450,Sd,WD2828,8,0.00000,0.23333,0.06682,,JS2828,9,0.22222,0.52288,0.17073,,PD2828,12,0.25000,0.51812,0.10257,,GD2828,10,0.10000,0.39474,0.04646,Sd,JD2828,10,0.00000,0.50526,0.00171,Sd,PS2828,8,0.00000,0.53333,0.00539,Sd
10452:15 [2829],GS2829,9,1.00000,0.52941,0.01010,Se,WD2829,10,0.90000,0.52105,0.04557,Se,JS2829,9,1.00000,0.52941,0.01062,Se,PD2829,11,0.90909,0.51948,0.01805,Se,GD2829,11,0.81818,0.50649,0.06575,,JD2829,7,1.00000,0.53846,0.03692,Se,PS2829,6,1.00000,0.54545,0.09090,
10452:18 [2830],GS2830,9,1.00000,0.52941,0.01058,Se,WD2830,10,0.90000,0.52105,0.04511,Se,JS2830,9,1.00000,0.52941,0.01021,Se,PD2830,12,0.83333,0.50725,0.06273,,GD2830,11,0.81818,0.50649,0.06665,,JD2830,7,1.00000,0.53846,0.03757,Se,PS2830,6,1.00000,0.54545,0.09070,
10452:21 [2831],GS2831,9,1.00000,0.52941,0.01035,Se,WD2831,10,0.90000,0.52105,0.04545,Se,JS2831,9,1.00000,0.52941,0.01073,Se,PD2831,12,0.83333,0.50725,0.06318,,GD2831,11,0.81818,0.50649,0.06568,,JD2831,7,1.00000,0.53846,0.03700,Se,PS2831,6,1.00000,0.54545,0.09084,
10452:36 [2832],GS2832,9,0.88889,0.52288,0.05595,,WD2832,10,0.70000,0.47895,0.21972,,JS2832,10,0.70000,0.47895,0.21913,,PD2832,12,0.58333,0.43116,0.48670,,GD2832,11,0.72727,0.48485,0.19021,,JD2832,9,0.66667,0.47059,0.45790,,PS2832,8,0.25000,0.23333,1.00000,
10459:44 [2833],GS2833,,,,,m,WD2833,,,,,m,JS2833,,,,,m,PD2833,,,,,m,GD2833,10,0.10000,0.10000,1.00000,,JD2833,11,0.09091,0.09091,1.00000,,PS2833,,,,,m
10459:55 [2834],GS2834,,,,,m,WD2834,,,,,m,JS2834,,,,,m,PD2834,,,,,m,GD2834,10,0.10000,0.10000,1.00000,,JD2834,11,0.09091,0.09091,1.00000,,PS2834,,,,,m
10459:62 [2835],GS2835,12,0.00000,0.39130,0.00165,Sd,WD2835,11,0.27273,0.24675,1.00000,,JS2835,11,0.18182,0.17316,1.00000,,PD2835,15,0.00000,0.12874,0.03435,Sd,GD2835,9,0.00000,0.20915,0.05851,,JD2835,11,0.27273,0.45455,0.23196,,PS2835,10,0.10000,0.39474,0.04646,Sd
10467:21 [2836],GS2836,10,0.90000,0.52105,0.04553,Se,WD2836,12,0.66667,0.65217,0.00195,Se,JS2836,8,0.62500,0.69167,0.00587,Sd,PD2836,10,0.90000,0.61579,0.00046,Se,GD2836,11,0.72727,0.65801,0.00102,Se,JD2836,7,0.57143,0.70330,0.00332,Sd,PS2836,8,0.62500,0.69167,0.00614,Sd
10475:56 [2837],GS2837,,,,,m,WD2837,13,0.00000,0.27077,0.00504,Sd,JS2837,,,,,m,PD2837,14,0.07143,0.30423,0.02233,Sd,GD2837,12,0.08333,0.43116,0.01138,Sd,JD2837,8,0.00000,0.50000,0.00686,Sd,PS2837,,,,,m
10479:1 [2838],GS2838,12,0.16667,0.28986,0.25325,,WD2838,10,0.20000,0.44211,0.13440,,JS2838,8,0.12500,0.32500,0.20111,,PD2838,10,0.10000,0.52105,0.01511,Sd,GD2838,9,0.11111,0.52941,0.03629,Sd,JD2838,7,0.14286,0.49451,0.10435,,PS2838,8,0.25000,0.50000,0.21826,
10479:20 [2839],GS2839,12,0.08333,0.08333,1.00000,,WD2839,,,,,m,JS2839,,,,,m,PD2839,,,,,m,GD2839,,,,,m,JD2839,7,0.14286,0.14286,1.00000,,PS2839,,,,,m
10479:69 [2840],GS2840,12,0.08333,0.08333,1.00000,,WD2840,,,,,m,JS2840,,,,,m,PD2840,,,,,m,GD2840,,,,,m,JD2840,7,0.14286,0.14286,1.00000,,PS2840,,,,,m
10492:28 [2841],GS2841,,,,,m,WD2841,14,0.35714,0.30423,1.00000,,JS2841,,,,,m,PD2841,17,0.05882,0.16578,0.09015,,GD2841,,,,,m,JD2841,12,0.00000,0.15942,0.04361,Sd,PS2841,12,0.08333,0.08333,1.00000,
10494:35 [2842],GS2842,9,0.22222,0.20915,1.00000,,WD2842,9,0.11111,0.11111,1.00000,,JS2842,,,,,m,PD2842,9,0.11111,0.11111,1.00000,,GD2842,,,,,m,JD2842,,,,,m,PS2842,11,0.18182,0.17316,1.00000,
10494:56 [2843],GS2843,9,0.22222,0.20915,1.00000,,WD2843,9,0.11111,0.11111,1.00000,,JS2843,,,,,m,PD2843,9,0.11111,0.11111,1.00000,,GD2843,,,,,m,JD2843,,,,,m,PS2843,11,0.18182,0.17316,1.00000,
10495:19 [2844],GS2844,12,0.00000,0.15942,0.04395,Sd,WD2844,11,0.27273,0.36797,0.43771,,JS2844,,,,,m,PD2844,12,0.16667,0.15942,1.00000,,GD2844,10,0.00000,0.18947,0.05303,,JD2844,10,0.20000,0.44211,0.13424,,PS2844,7,0.00000,0.26374,0.07687,
10495:37 [2845],GS2845,12,0.00000,0.15942,0.04375,Sd,WD2845,11,0.27273,0.36797,0.43882,,JS2845,,,,,m,PD2845,12,0.16667,0.15942,1.00000,,GD2845,10,0.00000,0.18947,0.05329,,JD2845,10,0.20000,0.44211,0.13356,,PS2845,7,0.00000,0.26374,0.07716,
10499:23 [2846],GS2846,,,,,m,WD2846,10,0.20000,0.18947,1.00000,,JS2846,,,,,m,PD2846,,,,,m,GD2846,,,,,m,JD2846,10,0.00000,0.18947,0.05289,,PS2846,,,,,m
10509:11 [2847],GS2847,13,0.00000,0.44308,0.00043,Sd,WD2847,13,0.23077,0.47077,0.09138,,JS2847,11,0.18182,0.48485,0.05901,,PD2847,16,0.06250,0.17540,0.09733,,GD2847,11,0.00000,0.31169,0.00770,Sd,JD2847,10,0.10000,0.47895,0.02165,Sd,PS2847,10,0.30000,0.39474,0.47905,
10509:15 [2848],GS2848,13,0.00000,0.44308,0.00042,Sd,WD2848,13,0.23077,0.47077,0.09241,,JS2848,11,0.18182,0.48485,0.05971,,PD2848,17,0.05882,0.25847,0.01448,Sd,GD2848,11,0.00000,0.31169,0.00771,Sd,JD2848,10,0.10000,0.47895,0.02150,Sd,PS2848,10,0.30000,0.39474,0.47971,
10520:6 [2849],GS2849,11,0.72727,0.48485,0.19025,,WD2849,8,1.00000,0.53333,0.02507,Se,JS2849,9,0.88889,0.52288,0.05538,,PD2849,13,0.92308,0.51692,0.00573,Se,GD2849,12,0.75000,0.51812,0.23960,,JD2849,9,1.00000,0.52941,0.01032,Se,PS2849,8,0.87500,0.52500,0.13936,
10520:62 [2850],GS2850,11,0.72727,0.48485,0.19146,,WD2850,8,1.00000,0.53333,0.02524,Se,JS2850,9,0.88889,0.52288,0.05530,,PD2850,13,0.92308,0.51692,0.00566,Se,GD2850,12,0.75000,0.51812,0.23807,,JD2850,9,1.00000,0.52941,0.01041,Se,PS2850,8,0.87500,0.52500,0.13870,
10520:70 [2851],GS2851,11,0.72727,0.48485,0.19008,,WD2851,8,1.00000,0.53333,0.02496,Se,JS2851,9,0.88889,0.52288,0.05537,,PD2851,13,0.92308,0.51692,0.00570,Se,GD2851,12,0.75000,0.51812,0.23890,,JD2851,9,1.00000,0.52941,0.01042,Se,PS2851,8,0.87500,0.52500,0.13821,
