Locus	Het	Fst	P(Simul Fst<sample Fst)
SNP_2008	0.0	-100.0	0.5
SNP_2009	0.0	-100.0	0.5
SNP_2010	0.318182	-0.040416	0.0
SNP_2011	0.084615	-0.045455	0.0
SNP_2012	0.404762	-0.020854	0.255245
SNP_2013	0.404762	-0.020854	0.255245
SNP_2014	0.404762	-0.020854	0.255245
SNP_2015	0.0	-100.0	0.5
SNP_2016	0.0	-100.0	0.5
SNP_2017	0.0	-100.0	0.5
SNP_2018	0.0	-100.0	0.5
SNP_2019	0.410256	-0.010345	0.340292
SNP_2020	0.471795	0.198801	0.892312
SNP_2021	0.0	-100.0	0.5
SNP_2022	0.0	-100.0	0.5
SNP_2023	0.1	-0.028293	0.31317
SNP_2024	0.1	-0.028293	0.31317
SNP_2025	0.125	0.086957	0.690229
SNP_2026	0.413223	0.036191	0.554948
SNP_2027	0.413223	0.036191	0.554948
SNP_2028	0.1	0.052632	0.685235
SNP_2029	0.2	0.157895	0.790316
SNP_2030	0.0	-100.0	0.5
SNP_2031	0.448718	-0.036887	0.0
SNP_2032	0.0	-100.0	0.5
SNP_2033	0.035714	0.0	0.5
SNP_2034	0.346154	0.32	1.0
SNP_2035	0.346154	0.32	1.0
SNP_2036	0.346154	0.32	1.0
SNP_2037	0.483516	0.027744	0.590334
SNP_2038	0.130769	-0.006085	0.306732
SNP_2039	0.133333	0.103448	1.0
SNP_2040	0.0	-100.0	0.5
SNP_2041	0.0	-100.0	0.5
SNP_2042	0.0	-100.0	0.5
SNP_2043	0.0	-100.0	0.5
SNP_2044	0.0	-100.0	0.5
SNP_2045	0.0	-100.0	0.5
SNP_2046	0.320513	-0.028174	0.156617
SNP_2047	0.320513	-0.028174	0.156617
SNP_2048	0.466942	-0.029077	0.155785
SNP_2049	0.363636	-0.048715	0.0
SNP_2050	0.466942	-0.029077	0.155785
SNP_2051	0.561983	0.19888	0.814789
SNP_2052	0.033333	0.0	0.5
SNP_2053	0.335165	0.010638	0.450277
SNP_2054	0.076923	0.04	0.9333
SNP_2055	0.0	-100.0	0.5
SNP_2056	0.379121	0.177198	0.794557
SNP_2057	0.0	-100.0	0.5
SNP_2058	0.0	-100.0	0.5
SNP_2059	0.454545	0.098413	0.700285
SNP_2060	0.11039	-0.034858	0.0
SNP_2061	0.34127	-0.04788	0.0
SNP_2062	0.357143	-0.04152	0.0
SNP_2063	0.357143	-0.04152	0.0
SNP_2064	0.0	-100.0	0.5
SNP_2065	0.0	-100.0	0.5
SNP_2066	0.5	0.240351	0.897062
SNP_2067	0.5	0.240351	0.897062
SNP_2068	0.5	0.240351	0.897062
SNP_2069	0.5	0.240351	0.897062
SNP_2070	0.2	0.001238	0.326558
SNP_2071	0.2	0.001238	0.326558
SNP_2072	0.478571	0.109104	0.726283
SNP_2073	0.527473	0.089931	0.652731
SNP_2074	0.561538	0.232089	0.86731
SNP_2075	0.561538	0.232089	0.86731
SNP_2076	0.274359	0.056333	0.61351
SNP_2077	0.418182	0.017544	0.48885
SNP_2078	0.0	-100.0	0.5
SNP_2079	0.035714	0.0	0.5
SNP_2080	0.708333	0.695652	0.998068
SNP_2081	0.133333	0.103448	1.0
SNP_2082	0.486264	0.013961	0.537064
SNP_2083	0.377622	0.000635	0.378736
SNP_2084	0.416667	0.052174	0.604407
SNP_2085	0.441558	0.228758	0.906052
SNP_2086	0.0	-100.0	0.5
SNP_2087	0.083333	0.043478	0.65876
SNP_2088	0.214286	0.185185	0.908117
SNP_2089	0.214286	0.185185	0.908117
SNP_2090	0.214286	0.185185	0.908117
SNP_2091	0.523077	0.054767	0.51963
SNP_2092	0.153846	0.12	1.0
SNP_2093	0.0	-100.0	0.5
SNP_2094	0.0	-100.0	0.5
SNP_2095	0.0	-100.0	0.5
SNP_2096	0.0	-100.0	0.5
SNP_2097	0.0	-100.0	0.5
SNP_2098	0.095	-0.052632	0.0
SNP_2099	0.14	-0.033835	0.17168
SNP_2100	0.05	0.0	0.619311
SNP_2101	0.0	-100.0	0.5
SNP_2102	0.269231	0.24	0.987972
SNP_2103	0.328671	-0.035866	0.018385
SNP_2104	0.291667	0.055901	0.556838
SNP_2105	0.291667	0.055901	0.556838
SNP_2106	0.291667	0.055901	0.556838
SNP_2107	0.291667	0.055901	0.556838
SNP_2108	0.516667	0.050817	0.503919
SNP_2109	0.0	-100.0	0.5
SNP_2110	0.0	-100.0	0.5
SNP_2111	0.0	-100.0	0.5
SNP_2112	0.275641	0.041052	0.564
SNP_2113	0.0	-100.0	0.5
SNP_2114	0.0	-100.0	0.5
SNP_2115	0.0	-100.0	0.5
SNP_2116	0.0	-100.0	0.5
SNP_2117	0.0	-100.0	0.5
SNP_2118	0.416667	0.391304	0.981659
SNP_2119	0.0	-100.0	0.5
SNP_2120	0.0	-100.0	0.5
SNP_2121	0.05	0.0	0.619311
SNP_2122	0.0	-100.0	0.5
SNP_2123	0.0	-100.0	0.5
SNP_2124	0.38	-0.017289	0.249938
SNP_2125	0.38	-0.017289	0.249938
SNP_2126	0.0	-100.0	0.5
SNP_2127	0.1	0.052632	0.685235
SNP_2128	0.0	-100.0	0.5
SNP_2129	0.133333	-0.036605	0.146971
SNP_2130	0.22028	-0.041995	0.0
SNP_2131	0.142857	0.076923	0.590115
SNP_2132	0.0	-100.0	0.5
SNP_2133	0.0	-100.0	0.5
SNP_2134	0.0	-100.0	0.5
SNP_2135	0.489011	-0.015431	0.382626
SNP_2136	0.149351	-0.040258	0.1013
SNP_2137	0.149351	-0.040258	0.1013
SNP_2138	0.0	-100.0	0.5
SNP_2139	0.46875	0.203865	0.898702
SNP_2140	0.107143	-0.055556	0.0
SNP_2141	0.107143	-0.055556	0.0
SNP_2142	0.25	0.217391	0.962224
SNP_2143	0.284615	0.154085	0.734018
SNP_2144	0.0	-100.0	0.5
SNP_2145	0.0	-100.0	0.5
SNP_2146	0.0	-100.0	0.5
SNP_2147	0.0	-100.0	0.5
SNP_2148	0.045455	0.0	0.619311
SNP_2149	0.045455	0.0	0.619311
SNP_2150	0.136364	0.095238	1.0
SNP_2151	0.0	-100.0	0.5
SNP_2152	0.642857	0.615385	0.999113
SNP_2153	0.375	0.061438	0.585335
SNP_2154	0.235577	-0.003265	0.379172
SNP_2155	0.235577	-0.003265	0.379172
SNP_2156	0.235577	-0.003265	0.379172
SNP_2157	0.235577	-0.003265	0.379172
SNP_2158	0.342657	-0.001516	0.37432
SNP_2159	0.153846	0.12	1.0
SNP_2160	0.076923	0.04	0.9333
SNP_2161	0.363636	0.114846	0.749154
SNP_2162	0.166667	0.130435	0.704517
SNP_2163	0.189744	-0.019199	0.210637
SNP_2164	0.189744	-0.019199	0.210637
SNP_2165	0.071429	0.037037	0.918246
SNP_2166	0.0	-100.0	0.5
SNP_2167	0.0	-100.0	0.5
SNP_2168	0.083333	0.043478	0.65876
SNP_2169	0.083333	0.043478	0.65876
SNP_2170	0.5	0.48	0.995075
SNP_2171	0.5	0.48	0.995075
SNP_2172	0.371429	-0.023242	0.187737
SNP_2173	0.371429	-0.023242	0.187737
SNP_2174	0.5	0.466667	0.993056
SNP_2175	0.492424	-0.040373	0.13928
SNP_2176	0.492424	-0.040373	0.13928
SNP_2177	0.0	-100.0	0.5
SNP_2178	0.203297	0.062563	0.521204
SNP_2179	0.0	-100.0	0.5
SNP_2180	0.0	-100.0	0.5
SNP_2181	0.0	-100.0	0.5
SNP_2182	0.152778	-0.043478	0.0
SNP_2183	0.1	0.052632	0.685235
SNP_2184	0.0	-100.0	0.5
SNP_2185	0.0	-100.0	0.5
SNP_2186	0.272727	0.238095	0.98618
SNP_2187	0.142857	0.111111	1.0
SNP_2188	0.0	-100.0	0.5
SNP_2189	0.102778	-0.031687	0.0
SNP_2190	0.307692	0.28	0.967577
SNP_2191	0.142857	0.076923	0.590115
SNP_2192	0.071429	0.0	0.619311
SNP_2193	0.214286	0.153846	0.775925
SNP_2194	0.090909	0.047619	0.670478
SNP_2195	0.076923	0.04	0.9333
SNP_2196	0.532967	0.126613	0.688118
SNP_2197	0.0	-100.0	0.5
SNP_2198	0.628205	0.399689	0.950767
SNP_2199	0.628205	0.399689	0.950767
SNP_2200	0.628205	0.399689	0.950767
SNP_2201	0.0	-100.0	0.5
SNP_2202	0.269231	0.24	0.987972
SNP_2203	0.384615	0.26413	0.89626
SNP_2204	0.0	-100.0	0.5
SNP_2205	0.0	-100.0	0.5
SNP_2206	0.0	-100.0	0.5
SNP_2207	0.474359	0.233439	0.930908
SNP_2208	0.090909	0.047619	0.670478
SNP_2209	0.2	0.001238	0.326558
SNP_2210	0.418367	-0.008339	0.354267
SNP_2211	0.137363	-0.038341	0.127938
SNP_2212	0.333333	0.310345	0.958726
SNP_2213	0.090909	0.047619	0.670478
SNP_2214	0.470085	0.227722	0.925328
SNP_2215	0.321429	-0.009097	0.344573
SNP_2216	0.05	0.0	0.619311
SNP_2217	0.05	0.0	0.619311
SNP_2218	0.305556	0.017438	0.460946
SNP_2219	0.291667	0.26087	0.921807
SNP_2220	0.5	0.180733	0.841987
SNP_2221	0.041667	0.0	0.619311
SNP_2222	0.041667	0.0	0.619311
SNP_2223	0.0	-100.0	0.5
SNP_2224	0.111111	0.058824	0.704721
SNP_2225	0.111111	0.058824	0.704721
SNP_2226	0.166667	-0.046682	0.0
SNP_2227	0.166667	-0.046682	0.0
SNP_2228	0.0	-100.0	0.5
SNP_2229	0.377622	0.000635	0.378736
SNP_2230	0.377622	0.000635	0.378736
SNP_2231	0.346154	0.32	1.0
SNP_2232	0.0	-100.0	0.5
SNP_2233	0.388889	-0.060504	0.0
SNP_2234	0.388889	-0.060504	0.0
SNP_2235	0.388889	-0.060504	0.0
SNP_2236	0.5	-0.002199	0.401059
SNP_2237	0.5	-0.002199	0.401059
SNP_2238	0.0	-100.0	0.5
SNP_2239	0.230769	0.2	0.923012
SNP_2240	0.528846	0.254145	0.960958
SNP_2241	0.0	-100.0	0.5
SNP_2242	0.621212	0.361891	0.935466
SNP_2243	0.227273	-0.018633	0.262827
SNP_2244	0.277473	-0.036142	0.094021
SNP_2245	0.125	-0.025974	0.222823
SNP_2246	0.0875	-0.047619	0.0
SNP_2247	0.153846	0.12	1.0
SNP_2248	0.1	0.052632	0.685235
SNP_2249	0.1	0.052632	0.685235
SNP_2250	0.113095	-0.020595	0.433198
SNP_2251	0.113095	-0.020595	0.433198
SNP_2252	0.033333	0.0	0.5
SNP_2253	0.077922	-0.041667	0.145503
SNP_2254	0.409091	0.014652	0.477175
SNP_2255	0.0	-100.0	0.5
SNP_2256	0.481061	0.011933	0.401361
SNP_2257	0.159091	-0.045253	0.0
SNP_2258	0.481061	0.011933	0.401361
SNP_2259	0.377622	0.000635	0.378736
SNP_2260	0.133333	-0.036605	0.146971
SNP_2261	0.0	-100.0	0.5
SNP_2262	0.111111	0.058824	0.704721
SNP_2263	0.451923	-0.031378	0.0
SNP_2264	0.217949	-0.003785	0.302582
SNP_2265	0.083333	0.043478	0.65876
SNP_2266	0.0	-100.0	0.5
SNP_2267	0.153846	0.12	1.0
SNP_2268	0.434066	-0.019916	0.233333
SNP_2269	0.0	-100.0	0.5
SNP_2270	0.125	-0.025974	0.222823
SNP_2271	0.316667	0.004656	0.423478
SNP_2272	0.0	-100.0	0.5
SNP_2273	0.0	-100.0	0.5
SNP_2274	0.397436	-0.023048	0.234609
SNP_2275	0.397436	-0.023048	0.234609
SNP_2276	0.397436	-0.023048	0.234609
SNP_2277	0.223077	0.051724	0.600245
SNP_2278	0.152778	-0.043478	0.0
SNP_2279	0.076923	0.04	0.9333
SNP_2280	0.0	-100.0	0.5
SNP_2281	0.217949	-0.003785	0.302582
SNP_2282	0.211538	0.05	0.48993
SNP_2283	0.211538	0.05	0.48993
SNP_2284	0.211538	0.05	0.48993
SNP_2285	0.0	-100.0	0.5
SNP_2286	0.420455	0.034749	0.502515
SNP_2287	0.083333	0.043478	0.65876
SNP_2288	0.377622	-0.039153	0.0
SNP_2289	0.0	-100.0	0.5
SNP_2290	0.090909	0.047619	0.670478
SNP_2291	0.0	-100.0	0.5
SNP_2292	0.214286	0.185185	0.908117
SNP_2293	0.0	-100.0	0.5
SNP_2294	0.440476	-0.029965	0.144197
SNP_2295	0.0	-100.0	0.5
SNP_2296	0.0	-100.0	0.5
SNP_2297	0.0	-100.0	0.5
SNP_2298	0.0	-100.0	0.5
SNP_2299	0.0	-100.0	0.5
SNP_2300	0.083333	0.043478	0.65876
SNP_2301	0.083333	0.043478	0.65876
SNP_2302	0.214286	0.185185	0.908117
SNP_2303	0.0	-100.0	0.5
SNP_2304	0.245455	-0.020885	0.24122
SNP_2305	0.320513	0.037628	0.540264
SNP_2306	0.0	-100.0	0.5
SNP_2307	0.083333	0.043478	0.65876
SNP_2308	0.0	-100.0	0.5
SNP_2309	0.573427	0.255285	0.831045
SNP_2310	0.0	-100.0	0.5
SNP_2311	0.0	-100.0	0.5
SNP_2312	0.188889	-0.055181	0.0
SNP_2313	0.45	-0.05504	0.0
SNP_2314	0.0	-100.0	0.5
SNP_2315	0.0	-100.0	0.5
SNP_2316	0.261905	-0.038208	0.06816
SNP_2317	0.075758	-0.04	0.166088
SNP_2318	0.083333	0.043478	0.65876
SNP_2319	0.083333	0.043478	0.65876
SNP_2320	0.083333	0.043478	0.65876
SNP_2321	0.083333	0.043478	0.65876
SNP_2322	0.083333	0.043478	0.65876
SNP_2323	0.0	-100.0	0.5
SNP_2324	0.357143	-0.036715	0.05039
SNP_2325	0.038462	0.0	0.5
SNP_2326	0.0	-100.0	0.5
SNP_2327	0.0	-100.0	0.5
SNP_2328	0.222222	-0.01087	0.327424
SNP_2329	0.333333	0.018003	0.478827
SNP_2330	0.333333	0.018003	0.478827
SNP_2331	0.0	-100.0	0.5
SNP_2332	0.371795	0.017693	0.45753
SNP_2333	0.1	-0.028293	0.31317
SNP_2334	0.1	-0.028293	0.31317
SNP_2335	0.083333	0.043478	0.65876
SNP_2336	0.083333	0.043478	0.65876
SNP_2337	0.083333	0.043478	0.65876
SNP_2338	0.111111	0.058824	0.704721
SNP_2339	0.461039	-0.008346	0.391398
SNP_2340	0.5	0.05291	0.615914
SNP_2341	0.5	0.057436	0.628361
SNP_2342	0.0	-100.0	0.5
SNP_2343	0.0	-100.0	0.5
SNP_2344	0.0	-100.0	0.5
SNP_2345	0.076923	0.04	0.9333
SNP_2346	0.076923	0.04	0.9333
SNP_2347	0.0	-100.0	0.5
SNP_2348	0.181818	0.142857	1.0
SNP_2349	0.309091	-0.049093	0.0
SNP_2350	0.0	-100.0	0.5
SNP_2351	0.083333	0.043478	0.65876
SNP_2352	0.53125	0.292754	0.90839
SNP_2353	0.0	-100.0	0.5
SNP_2354	0.0	-100.0	0.5
SNP_2355	0.0	-100.0	0.5
SNP_2356	0.375	0.148843	0.753543
SNP_2357	0.375	0.148843	0.753543
SNP_2358	0.3875	0.087473	0.644095
SNP_2359	0.041667	0.0	0.619311
SNP_2360	0.489011	-0.008814	0.426523
SNP_2361	0.076923	0.04	0.9333
SNP_2362	0.17033	-0.027049	0.204635
SNP_2363	0.0	-100.0	0.5
SNP_2364	0.236264	0.025151	0.511507
SNP_2365	0.055556	0.0	0.619311
SNP_2366	0.0	-100.0	0.5
SNP_2367	0.384615	0.36	0.977506
SNP_2368	0.384615	0.36	0.977506
SNP_2369	0.384615	0.36	0.977506
SNP_2370	0.0	-100.0	0.5
SNP_2371	0.285714	-0.039654	0.0
SNP_2372	0.285714	-0.039654	0.0
SNP_2373	0.423077	0.078579	0.624588
SNP_2374	0.423077	0.078579	0.624588
SNP_2375	0.0	-100.0	0.5
SNP_2376	0.0	-100.0	0.5
SNP_2377	0.320513	-0.028174	0.156617
SNP_2378	0.320513	-0.028174	0.156617
SNP_2379	0.239583	-0.010964	0.326721
SNP_2380	0.0	-100.0	0.5
SNP_2381	0.0	-100.0	0.5
SNP_2382	0.239583	-0.010964	0.326721
SNP_2383	0.239583	-0.010964	0.326721
SNP_2384	0.239583	-0.010964	0.326721
SNP_2385	0.166667	0.130435	0.704517
SNP_2386	0.208333	0.173913	0.853802
SNP_2387	0.0	-100.0	0.5
SNP_2388	0.0625	0.0	0.619311
SNP_2389	0.083333	-0.045455	0.0
SNP_2390	0.125	-0.037681	0.135603
SNP_2391	0.045455	0.0	0.619311
SNP_2392	0.041667	0.0	0.619311
SNP_2393	0.358974	0.049852	0.574766
SNP_2394	0.473214	-0.041606	0.072349
SNP_2395	0.388889	0.214286	0.841774
SNP_2396	0.08042	-0.043478	0.123812
SNP_2397	0.27972	0.030476	0.527473
SNP_2398	0.27972	0.030476	0.527473
SNP_2399	0.43787	0.016216	0.437536
SNP_2400	0.277473	-0.036142	0.094021
SNP_2401	0.277473	-0.036142	0.094021
SNP_2402	0.277473	-0.036142	0.094021
SNP_2403	0.277473	-0.036142	0.094021
SNP_2404	0.277473	-0.036142	0.094021
SNP_2405	0.5	0.06903	0.658098
SNP_2406	0.5	0.176812	0.837626
SNP_2407	0.2	0.172414	0.847305
SNP_2408	0.566667	0.258726	0.834826
SNP_2409	0.0	-100.0	0.5
SNP_2410	0.076923	0.04	0.9333
SNP_2411	0.366667	0.344828	1.0
SNP_2412	0.684615	0.522278	0.990748
SNP_2413	0.684615	0.522278	0.990748
SNP_2414	0.269231	-0.049076	0.0
SNP_2415	0.269231	-0.049076	0.0
SNP_2416	0.269231	-0.049076	0.0
SNP_2417	0.269231	-0.049076	0.0
SNP_2418	0.090909	0.047619	0.670478
SNP_2419	0.055556	0.0	0.619311
SNP_2420	0.038462	0.0	0.5
SNP_2421	0.153846	0.12	1.0
SNP_2422	0.40625	-0.049933	0.0
SNP_2423	0.15	0.105263	1.0
SNP_2424	0.0	-100.0	0.5
SNP_2425	0.0	-100.0	0.5
SNP_2426	0.424242	0.215173	0.886955
SNP_2427	0.227273	0.190476	0.908112
SNP_2428	0.0	-100.0	0.5
SNP_2429	0.066667	0.034483	0.904011
SNP_2430	0.175926	-0.047516	0.0
SNP_2431	0.294872	-0.039319	0.0
SNP_2432	0.238095	-0.025362	0.193436
SNP_2433	0.136364	0.095238	1.0
SNP_2434	0.136364	0.095238	1.0
SNP_2435	0.0	-100.0	0.5
SNP_2436	0.0	-100.0	0.5
SNP_2437	0.0	-100.0	0.5
SNP_2438	0.0	-100.0	0.5
SNP_2439	0.5	-0.021739	0.237514
SNP_2440	0.5	-0.021739	0.237514
SNP_2441	0.427083	0.011665	0.418476
SNP_2442	0.333333	0.304348	0.953358
SNP_2443	0.490741	-0.049558	0.026026
SNP_2444	0.497436	-0.037184	0.178197
SNP_2445	0.182692	0.030877	0.429249
SNP_2446	0.0625	0.0	0.619311
SNP_2447	0.0625	0.0	0.619311
SNP_2448	0.0	-100.0	0.5
SNP_2449	0.339286	0.114035	0.74724
SNP_2450	0.071429	0.0	0.619311
SNP_2451	0.0	-100.0	0.5
SNP_2452	0.0625	0.0	0.619311
SNP_2453	0.0	-100.0	0.5
SNP_2454	0.045455	0.0	0.619311
SNP_2455	0.207101	-0.010286	0.267836
SNP_2456	0.207101	-0.010286	0.267836
SNP_2457	0.207101	-0.010286	0.267836
SNP_2458	0.269231	0.24	0.987972
SNP_2459	0.0	-100.0	0.5
SNP_2460	0.192308	0.16	0.79802
SNP_2461	0.52381	0.043782	0.474961
SNP_2462	0.083333	0.043478	0.65876
SNP_2463	0.083333	0.043478	0.65876
SNP_2464	0.473214	0.208386	0.904181
SNP_2465	0.0	-100.0	0.5
SNP_2466	0.473214	0.208386	0.904181
SNP_2467	0.473214	0.208386	0.904181
SNP_2468	0.473214	0.208386	0.904181
SNP_2469	0.0	-100.0	0.5
SNP_2470	0.0	-100.0	0.5
SNP_2471	0.25	0.2	0.937372
SNP_2472	0.25	0.2	0.937372
SNP_2473	0.25	0.2	0.937372
SNP_2474	0.25	0.2	0.937372
SNP_2475	0.530769	0.337631	0.937511
SNP_2476	0.083333	0.043478	0.65876
SNP_2477	0.142857	0.111111	1.0
SNP_2478	0.482143	-0.039065	0.088541
SNP_2479	0.269231	0.24	0.987972
SNP_2480	0.193182	-0.038972	0.0
SNP_2481	0.193182	-0.038972	0.0
SNP_2482	0.193182	-0.038972	0.0
SNP_2483	0.193182	-0.038972	0.0
SNP_2484	0.565476	0.477193	1.0
SNP_2485	0.577922	0.278402	0.855259
SNP_2486	0.5	0.0	0.414444
SNP_2487	0.18	-0.043557	0.0
SNP_2488	0.083333	0.043478	0.65876
SNP_2489	0.083333	0.043478	0.65876
SNP_2490	0.0	-100.0	0.5
SNP_2491	0.0	-100.0	0.5
SNP_2492	0.153846	0.12	1.0
SNP_2493	0.083333	0.043478	0.65876
SNP_2494	0.083333	0.043478	0.65876
SNP_2495	0.083333	0.043478	0.65876
SNP_2496	0.147436	-0.041512	0.077901
SNP_2497	0.0	-100.0	0.5
SNP_2498	0.15	0.105263	1.0
SNP_2499	0.214286	0.185185	0.908117
SNP_2500	0.071429	0.0	0.619311
SNP_2501	0.272727	-0.048214	0.0
SNP_2502	0.287879	-0.002359	0.381706
SNP_2503	0.038462	0.0	0.5
SNP_2504	0.033333	0.0	0.5
SNP_2505	0.0	-100.0	0.5
SNP_2506	0.0	-100.0	0.5
SNP_2507	0.5	0.02023	0.509107
SNP_2508	0.0	-100.0	0.5
SNP_2509	0.0	-100.0	0.5
SNP_2510	0.0	-100.0	0.5
SNP_2511	0.0	-100.0	0.5
SNP_2512	0.090909	0.047619	0.670478
SNP_2513	0.090909	0.047619	0.670478
SNP_2514	0.090909	0.047619	0.670478
SNP_2515	0.076923	0.04	0.9333
SNP_2516	0.0	-100.0	0.5
SNP_2517	0.076923	0.04	0.9333
SNP_2518	0.335165	0.051828	0.578872
SNP_2519	0.0	-100.0	0.5
SNP_2520	0.0	-100.0	0.5
SNP_2521	0.0	-100.0	0.5
SNP_2522	0.274359	-0.024492	0.220337
SNP_2523	0.274359	-0.024492	0.220337
SNP_2524	0.274359	-0.024492	0.220337
SNP_2525	0.377622	0.000635	0.378736
SNP_2526	0.214286	0.185185	0.908117
SNP_2527	0.153846	0.12	1.0
SNP_2528	0.153846	0.12	1.0
SNP_2529	0.153846	0.12	1.0
SNP_2530	0.153846	0.12	1.0
SNP_2531	0.153846	0.12	1.0
SNP_2532	0.136364	0.095238	1.0
SNP_2533	0.287879	0.162406	0.747577
SNP_2534	0.422222	0.320366	0.997726
SNP_2535	0.15	0.016908	0.378421
SNP_2536	0.076923	0.04	0.9333
SNP_2537	0.076923	0.04	0.9333
SNP_2538	0.076923	0.04	0.9333
SNP_2539	0.076923	0.04	0.9333
SNP_2540	0.076923	0.04	0.9333
SNP_2541	0.076923	0.04	0.9333
SNP_2542	0.0	-100.0	0.5
SNP_2543	0.066667	0.034483	0.904011
SNP_2544	0.285714	0.259259	0.918335
SNP_2545	0.128571	-0.01462	0.275074
SNP_2546	0.083333	0.043478	0.65876
SNP_2547	0.083333	0.043478	0.65876
SNP_2548	0.115385	0.08	0.797939
SNP_2549	0.076923	0.04	0.9333
SNP_2550	0.0	-100.0	0.5
SNP_2551	0.0	-100.0	0.5
SNP_2552	0.0	-100.0	0.5
SNP_2553	0.0	-100.0	0.5
SNP_2554	0.0	-100.0	0.5
SNP_2555	0.525	0.122807	0.756007
SNP_2556	0.3	0.017544	0.461285
SNP_2557	0.0	-100.0	0.5
SNP_2558	0.0	-100.0	0.5
SNP_2559	0.077922	-0.041667	0.145503
SNP_2560	0.109467	-0.025946	0.368576
SNP_2561	0.430556	-0.034628	0.095473
SNP_2562	0.2	0.172414	0.847305
SNP_2563	0.2	0.172414	0.847305
SNP_2564	0.0	-100.0	0.5
SNP_2565	0.0	-100.0	0.5
SNP_2566	0.0	-100.0	0.5
SNP_2567	0.125	0.086957	0.690229
SNP_2568	0.125	0.086957	0.690229
